Timestamp,timer.externalize_c,timer.externalize_libel,timer.finalize_c,timer.finalize_libel,timer.processnoise_c,timer.processnoise_libel,timer.stateinbounds_c,timer.stateinbounds_libel
81369,6,8,178,57,10,31,1,4
81389,6,8,220,57,10,31,1,4
81409,6,8,281,57,12,31,1,4
81429,6,8,154,57,11,31,1,4
81449,6,8,153,57,12,31,1,4
81469,6,8,205,57,10,31,1,4
81489,6,8,173,57,10,31,1,4
81509,6,8,10,57,10,31,2,4
81529,6,8,181,294,10,31,1,4
81549,6,8,222,290,11,85,1,4
81569,6,9,181,281,10,32,1,3
81589,6,9,221,281,62,32,2,3
81609,5,9,153,281,29,32,1,3
81629,26,9,10,281,10,32,1,3
81649,6,9,153,281,10,32,1,3
81669,7,9,214,281,10,32,1,3
81689,6,9,174,281,10,32,1,3
81709,5,9,178,281,10,32,1,3
81729,6,9,174,281,11,32,1,3
81749,5,9,179,281,10,32,2,3
81769,5,9,178,281,10,32,1,3
81789,6,9,173,281,10,32,1,3
81809,7,9,220,281,11,32,1,3
81829,6,9,154,281,10,32,1,3
81849,5,9,153,281,10,32,1,3
81869,6,9,220,281,10,32,1,3
81889,6,9,174,281,10,32,1,3
81909,6,9,218,281,10,32,1,3
81929,6,9,228,281,10,32,1,3
81949,6,9,159,281,10,32,1,3
81969,6,9,10,281,10,32,1,3
81989,6,9,165,281,10,32,1,3
82009,6,9,158,281,10,32,1,3
82029,6,9,147,241,11,35,1,4
82049,6,8,10,63,10,31,2,4
82069,5,9,146,280,10,32,1,4
82089,5,9,210,280,10,32,2,4
82109,6,9,206,280,10,32,1,4
82129,6,9,220,280,10,32,1,4
82149,6,9,204,280,10,32,1,4
82169,6,9,208,280,10,32,1,4
82189,6,9,213,280,10,32,1,4
82209,6,9,213,280,10,32,1,4
82229,6,9,212,280,10,32,1,4
82249,6,9,211,280,10,32,1,4
82269,6,9,236,280,10,32,1,4
82289,6,9,253,280,10,32,1,4
82309,6,9,187,280,10,32,1,4
82329,5,9,212,280,10,32,1,4
82349,6,9,181,280,10,32,1,4
82369,6,9,178,280,10,32,1,4
82389,6,9,176,280,10,32,1,4
82409,5,9,10,280,10,32,1,4
82429,6,9,186,280,10,32,1,4
82449,5,9,178,280,10,32,1,4
82469,6,9,178,280,10,32,1,4
82489,5,9,186,280,15,32,1,4
82509,6,9,186,280,11,32,1,4
82529,6,9,181,379,12,33,1,4
82549,6,9,188,374,11,33,1,3
82569,6,9,180,376,10,32,2,4
82589,6,10,10,30,10,32,1,3
82609,6,10,180,30,10,32,2,3
82629,6,10,207,30,10,32,1,3
82649,6,10,10,30,10,32,1,3
82669,6,10,186,30,10,32,1,3
82689,5,10,218,30,11,32,1,3
82709,6,10,186,30,10,32,1,3
82729,6,10,186,30,10,32,1,3
82749,6,10,186,30,10,32,2,3
82769,6,10,186,30,10,32,1,3
82789,6,10,185,30,10,32,1,3
82809,5,10,186,30,10,32,1,3
82829,6,10,224,30,11,32,1,3
82849,6,10,10,30,10,32,1,3
82869,6,10,186,30,10,32,1,3
82889,6,10,185,30,10,32,1,3
82909,6,10,191,30,10,32,1,3
82929,6,10,10,30,10,32,1,3
82949,6,10,9,30,10,32,1,3
82969,6,10,190,30,10,32,1,3
82989,6,10,10,30,11,32,1,3
83009,6,10,192,30,11,32,1,3
83029,6,9,148,212,34,39,2,4
83049,5,9,167,232,11,68,1,4
83069,6,8,166,235,10,32,2,27
83089,6,9,11,31,10,35,1,5
83109,5,9,204,31,10,35,1,5
83129,6,9,201,31,10,35,1,5
83149,5,9,186,31,10,35,1,5
83169,6,9,217,31,10,35,2,5
83189,5,9,198,31,10,35,1,5
83209,5,9,199,31,10,35,1,5
83229,5,9,10,31,10,35,1,5
83249,6,9,194,31,10,35,1,5
83269,5,9,236,31,10,35,1,5
83289,5,9,184,31,11,35,1,5
83309,6,9,178,31,11,35,1,5
83329,5,9,179,31,10,35,1,5
83349,6,9,178,31,11,35,1,5
83369,6,9,9,31,10,35,1,5
83389,5,9,149,31,10,35,1,5
83409,6,9,199,31,10,35,1,5
83429,6,9,148,31,10,35,25,5
83449,5,9,178,31,10,35,1,5
83469,5,9,177,31,10,35,1,5
83489,6,9,156,31,10,35,1,5
83509,6,9,156,31,10,35,1,5
83529,6,9,173,310,10,32,1,4
83549,6,9,174,310,10,32,1,4
83569,6,9,173,297,10,32,1,9
83589,6,9,348,303,15,32,1,4
83609,6,9,153,303,12,32,1,4
83629,7,9,227,303,10,32,1,4
83649,6,9,219,303,10,32,1,4
83669,6,9,212,303,11,32,1,4
83689,5,9,188,303,12,32,1,4
83709,5,9,178,303,10,32,1,4
83729,6,9,205,303,11,32,1,4
83749,6,9,205,303,10,32,2,4
83769,5,9,10,303,10,32,1,4
83789,6,9,206,303,10,32,1,4
83809,58,9,174,303,10,32,1,4
83829,6,9,153,303,10,32,2,4
83849,6,9,149,303,29,32,1,4
83869,25,9,10,303,10,32,1,4
83889,6,9,174,303,10,32,1,4
83909,5,9,148,303,10,32,1,4
83929,6,9,153,303,10,32,2,4
83949,6,9,153,303,10,32,1,4
83969,6,9,29,303,10,32,1,4
83989,6,9,148,303,10,32,26,4
84009,7,9,179,303,12,32,1,4
84029,6,9,174,303,10,32,1,4
84049,6,10,147,252,111,32,1,4
84069,5,9,180,219,16,34,1,3
84089,6,9,173,252,11,31,1,4
84109,6,9,181,252,10,31,1,4
84129,5,9,174,252,10,31,1,4
84149,5,9,10,252,10,31,1,4
84169,6,9,10,252,10,31,1,4
84189,5,9,237,252,10,31,2,4
84209,5,9,10,252,10,31,1,4
84229,6,9,198,252,10,31,1,4
84249,6,9,10,252,10,31,1,4
84269,6,9,276,252,10,31,1,4
84289,6,9,219,252,10,31,1,4
84309,10,9,159,252,10,31,1,4
84329,6,9,221,252,10,31,1,4
84349,6,9,10,252,10,31,2,4
84369,6,9,260,252,10,31,1,4
84389,6,9,253,252,10,31,1,4
84409,5,9,213,252,10,31,1,4
84429,5,9,250,252,10,31,1,4
84449,6,9,188,252,10,31,2,4
84469,6,9,210,252,10,31,1,4
84489,6,9,211,252,10,31,2,4
84509,6,9,255,252,10,31,1,4
84529,44,9,206,252,10,32,1,4
84549,6,9,216,240,10,209,1,4
84569,6,9,146,212,10,32,1,4
84589,5,9,10,286,10,32,1,4
84609,6,9,10,286,10,32,2,4
84629,6,9,178,286,10,32,1,4
84649,7,9,254,286,12,32,1,4
84669,6,9,224,286,10,32,2,4
84689,6,9,10,286,11,32,1,4
84709,5,9,225,286,11,32,1,4
84729,6,9,9,286,11,32,1,4
84749,6,9,185,286,10,32,1,4
84769,7,9,254,286,11,32,2,4
84789,6,9,185,286,11,32,1,4
84809,6,9,10,286,10,32,1,4
84829,6,9,179,286,10,32,1,4
84849,5,9,10,286,10,32,1,4
84869,5,9,9,286,10,32,1,4
84889,6,9,179,286,11,32,1,4
84909,5,9,178,286,10,32,1,4
84929,6,9,184,286,11,32,1,4
84949,6,9,10,286,10,32,1,4
84969,5,9,184,286,10,32,1,4
84989,6,9,207,286,11,32,1,4
85009,6,9,184,286,10,32,2,4
85029,6,9,178,286,10,32,1,4
85049,6,9,183,214,10,32,1,4
85069,6,9,164,220,10,32,1,67
85089,6,14,184,421,10,32,2,4
85109,6,14,189,421,10,32,1,4
85129,6,14,190,421,10,32,1,4
85149,6,14,199,421,11,32,1,4
85169,5,14,195,421,10,32,1,4
85189,6,14,10,421,10,32,1,4
85209,6,14,216,421,10,32,1,4
85229,5,14,216,421,10,32,1,4
85249,6,14,177,421,10,32,1,4
85269,6,14,210,421,10,32,1,4
85289,6,14,178,421,10,32,2,4
85309,5,14,204,421,10,32,1,4
85329,6,14,169,421,10,32,1,4
85349,6,14,191,421,10,32,1,4
85369,5,14,10,421,10,32,1,4
85389,6,14,233,421,12,32,1,4
85409,6,14,198,421,10,32,1,4
85429,6,14,169,421,10,32,1,4
85449,6,14,210,421,10,32,2,4
85469,6,14,10,421,11,32,2,4
85489,6,14,240,421,10,32,1,4
85509,6,14,178,421,10,32,1,4
85529,6,14,178,421,11,32,1,4
85549,6,9,146,205,10,32,1,4
85569,6,9,178,244,11,67,1,4
85589,6,9,211,245,10,32,1,3
85609,5,9,153,245,10,32,1,3
85629,6,9,10,245,10,32,1,3
85649,6,9,173,245,10,32,1,3
85669,5,9,148,245,10,32,1,3
85689,6,9,172,245,10,32,1,3
85709,6,9,10,245,10,32,1,3
85729,6,9,179,245,10,32,2,3
85749,6,9,218,245,10,32,2,3
85769,6,9,220,245,10,32,1,3
85789,6,9,174,245,10,32,1,3
85809,6,9,181,245,11,32,1,3
85829,6,9,176,245,14,32,1,3
85849,6,9,179,245,10,32,1,3
85869,6,9,179,245,10,32,2,3
85889,6,9,254,245,10,32,1,3
85909,6,9,180,245,10,32,1,3
85929,5,9,9,245,10,32,1,3
85949,5,9,193,245,10,32,1,3
85969,7,9,10,245,10,32,1,3
85989,6,9,345,245,11,32,1,3
86009,6,9,345,245,28,32,2,3
86029,37,9,387,245,10,32,1,3
86049,6,11,159,224,10,59,1,4
86069,6,10,159,219,35,40,1,4
86089,6,38,161,219,11,59,1,3
86109,5,8,180,219,10,32,1,3
86129,5,8,180,219,10,32,1,3
86149,6,8,179,219,10,32,1,3
86169,6,8,181,219,10,32,1,3
86189,6,8,227,219,10,32,1,3
86209,5,8,178,219,10,32,1,3
86229,6,8,10,219,14,32,1,3
86249,6,8,218,219,10,32,2,3
86269,6,8,180,219,10,32,1,3
86289,5,8,179,219,10,32,1,3
86309,6,8,148,219,10,32,25,3
86329,6,8,188,219,10,32,1,3
86349,6,8,186,219,10,32,1,3
86369,6,8,186,219,10,32,1,3
86389,5,8,188,219,10,32,1,3
86409,6,8,198,219,10,32,2,3
86429,5,8,242,219,10,32,1,3
86449,6,8,195,219,10,32,1,3
86469,5,8,194,219,10,32,1,3
86489,6,8,199,219,10,32,1,3
86509,6,8,261,219,10,32,1,3
86529,6,8,229,219,10,32,1,3
86549,6,9,176,250,10,32,1,4
86569,6,9,10,31,10,32,1,4
86589,5,9,176,248,10,32,1,4
86609,5,9,174,248,10,31,2,4
86629,6,9,212,248,10,31,1,4
86649,6,9,9,248,10,31,1,4
86669,6,9,205,248,10,31,1,4
86689,6,9,10,248,10,31,1,4
86709,6,9,213,248,10,31,1,4
86729,6,9,208,248,10,31,2,4
86749,6,9,207,248,11,31,1,4
86769,5,9,206,248,10,31,2,4
86789,6,9,201,248,10,31,7,4
86809,6,9,10,248,55,31,1,4
86829,6,9,10,248,10,31,1,4
86849,5,9,227,248,10,31,1,4
86869,6,9,10,248,10,31,2,4
86889,6,9,190,248,11,31,1,4
86909,6,9,184,248,12,31,1,4
86929,5,9,228,248,11,31,1,4
86949,5,9,177,248,10,31,1,4
86969,6,9,15,248,10,31,1,4
86989,6,9,186,248,10,31,1,4
87009,6,9,147,248,10,31,1,4
87029,6,9,151,248,10,31,1,4
87049,8,9,179,214,10,33,1,3
87069,5,10,179,214,10,31,1,4
87089,6,9,178,262,10,39,1,4
87109,6,10,161,278,10,31,1,4
87129,5,10,227,278,10,31,1,4
87149,6,10,10,278,10,31,1,4
87169,6,10,10,278,10,31,1,4
87189,6,10,10,278,11,31,1,4
87209,6,10,54,278,10,31,1,4
87229,6,10,10,278,10,31,1,4
87249,6,10,11,278,11,31,1,4
87269,5,10,10,278,10,31,1,4
87289,6,10,11,278,11,31,1,4
87309,6,10,9,278,10,31,1,4
87329,6,10,10,278,11,31,1,4
87349,5,10,10,278,10,31,2,4
87369,5,10,10,278,10,31,1,4
87389,5,10,10,278,10,31,1,4
87409,6,10,10,278,10,31,1,4
87429,6,10,10,278,10,31,1,4
87449,6,10,10,278,10,31,1,4
87469,5,10,10,278,10,31,1,4
87489,5,10,10,278,10,31,1,4
87509,5,10,10,278,10,31,1,4
87529,6,10,10,278,10,31,1,4
87549,6,10,9,278,10,31,1,4
87569,6,9,10,53,11,37,1,4
87590,5,9,10,30,10,32,1,4
87609,6,9,10,32,10,32,1,3
87629,7,9,10,32,10,32,1,3
87649,6,9,10,32,10,32,1,3
87669,5,9,10,32,10,32,1,3
87689,6,9,10,32,11,32,1,3
87709,6,9,10,32,10,32,1,3
87729,5,9,10,32,10,32,1,3
87749,6,9,10,32,10,32,1,3
87769,6,9,10,32,10,32,1,3
87789,6,9,10,32,10,32,1,3
87809,6,9,10,32,10,32,1,3
87829,6,9,10,32,10,32,1,3
87849,6,9,10,32,10,32,1,3
87869,5,9,10,32,10,32,1,3
87889,7,9,10,32,10,32,1,3
87909,6,9,11,32,10,32,1,3
87929,6,9,10,32,10,32,1,3
87949,6,9,10,32,10,32,1,3
87969,5,9,10,32,10,32,1,3
87989,5,9,10,32,10,32,1,3
88009,6,9,11,32,11,32,1,3
88029,6,9,10,32,11,32,1,3
88049,6,9,10,32,10,32,1,3
88069,5,11,16,32,11,33,1,4
88089,5,9,15,32,11,84,1,4
88109,6,9,9,303,10,32,1,3
88129,5,9,10,303,10,32,1,3
88149,5,9,9,303,10,32,1,3
88169,5,9,10,303,10,32,1,3
88189,6,9,10,303,11,32,1,3
88209,6,9,9,303,10,32,1,3
88229,5,9,10,303,11,32,1,3
88249,6,9,10,303,10,32,1,3
88269,5,9,10,303,10,32,1,3
88289,6,9,174,303,10,32,7,3
88309,6,9,173,303,10,32,2,3
88329,5,9,179,303,10,32,3,3
88349,6,9,173,303,10,32,6,3
88369,6,9,174,303,10,32,1,3
88389,6,9,220,303,11,32,1,3
88409,5,9,179,303,10,32,1,3
88429,6,9,176,303,10,32,1,3
88449,6,9,179,303,10,32,1,3
88469,5,9,217,303,10,32,1,3
88489,6,9,174,303,11,32,1,3
88509,5,9,10,303,10,32,1,3
88529,6,9,10,303,10,32,1,3
88549,6,9,160,303,11,32,1,3
88569,5,9,147,219,13,33,1,4
88589,6,8,187,236,10,31,1,4
88609,5,9,10,32,10,32,6,4
88629,6,9,194,32,10,32,1,4
88649,6,9,201,32,10,32,1,4
88669,6,9,219,32,10,32,1,4
88689,5,9,219,32,10,32,1,4
88709,6,9,183,32,10,32,1,4
88729,6,9,221,32,10,32,1,4
88749,5,9,208,32,11,32,1,4
88769,5,9,10,32,10,32,1,4
88789,6,9,10,32,10,32,1,4
88809,5,9,227,32,10,32,1,4
88829,6,9,10,32,10,32,1,4
88849,5,9,209,32,10,32,1,4
88869,5,9,182,32,10,32,1,4
88889,6,9,212,32,10,32,1,4
88909,6,9,182,32,10,32,1,4
88929,6,9,189,32,10,32,106,4
88949,5,9,178,32,10,32,1,4
88969,6,9,178,32,10,32,1,4
88989,6,9,178,32,10,32,2,4
89009,5,9,187,32,10,32,1,4
89029,6,9,186,32,10,32,1,4
89049,6,9,185,32,10,32,1,4
89069,6,9,180,470,10,31,1,4
89089,6,14,180,458,10,31,1,4
89109,6,9,221,459,10,31,1,4
89129,6,9,10,57,10,33,1,4
89149,5,9,10,57,10,33,1,4
89169,6,9,11,57,10,33,1,4
89189,6,9,10,57,10,33,1,4
89209,5,9,10,57,10,33,1,4
89229,6,9,9,57,10,33,1,4
89249,6,9,189,57,10,33,1,4
89269,6,9,185,57,10,33,1,4
89289,6,9,226,57,10,33,1,4
89309,6,9,186,57,10,33,1,4
89329,6,9,15,57,10,33,1,4
89349,6,9,185,57,10,33,1,4
89369,6,9,178,57,10,33,1,4
89389,6,9,177,57,10,33,1,4
89409,5,9,188,57,10,33,1,4
89429,5,9,186,57,10,33,1,4
89449,5,9,185,57,10,33,1,4
89469,6,9,180,57,11,33,1,4
89489,6,9,185,57,10,33,1,4
89509,5,9,184,57,10,33,1,4
89529,5,9,186,57,10,33,1,4
89549,6,9,47,57,10,33,1,4
89569,6,9,234,214,11,114,1,4
89589,6,9,200,252,10,113,1,4
89609,6,9,10,31,10,32,1,4
89629,5,9,211,30,10,32,1,4
89649,5,9,210,30,10,32,1,4
89669,6,9,222,30,10,32,1,4
89689,5,9,208,30,10,32,1,4
89709,5,9,249,30,10,32,1,4
89729,6,9,205,30,10,32,1,4
89749,5,9,202,30,10,32,1,4
89769,6,9,188,30,10,32,1,4
89789,6,9,198,30,10,32,1,4
89809,6,9,185,30,11,32,2,4
89829,7,9,178,30,11,32,20,4
89849,6,9,180,30,10,32,1,4
89869,6,9,178,30,10,32,1,4
89889,5,9,197,30,10,32,1,4
89909,6,9,178,30,10,32,1,4
89929,5,9,178,30,10,32,1,4
89949,6,9,195,30,10,32,1,4
89969,6,9,193,30,10,32,1,4
89989,5,9,200,30,10,32,1,4
90009,6,9,198,30,10,32,1,4
90029,6,9,174,30,10,32,1,4
90049,6,9,198,30,10,32,1,4
90069,5,9,12,35,10,32,1,3
90089,6,9,173,315,10,32,1,4
90109,5,9,184,274,11,36,2,4
90129,6,31,179,286,10,34,1,22
90149,5,31,174,286,11,34,1,22
90169,6,31,218,286,10,34,1,22
90189,5,31,10,286,10,34,1,22
90209,5,31,180,286,11,34,1,22
90229,5,31,219,286,11,34,1,22
90249,6,31,194,286,10,34,1,22
90269,6,31,180,286,10,34,1,22
90289,6,31,199,286,10,34,1,22
90309,6,31,195,286,10,34,1,22
90329,6,31,10,286,10,34,1,22
90349,5,31,194,286,10,34,1,22
90369,6,31,195,286,11,34,1,22
90389,6,31,195,286,29,34,1,22
90409,6,31,228,286,11,34,1,22
90429,6,31,197,286,10,34,2,22
90449,6,31,181,286,10,34,1,22
90469,6,31,173,286,10,34,1,22
90489,5,31,154,286,10,34,1,22
90509,5,31,10,286,10,34,1,22
90529,6,31,173,286,10,34,1,22
90549,6,31,180,286,11,34,1,22
90569,6,9,220,286,10,31,1,22
90589,5,9,192,214,10,32,1,4
90609,6,9,239,214,10,201,1,3
90629,6,10,173,223,10,33,2,4
90649,5,10,188,223,10,33,2,4
90669,6,10,174,223,10,33,1,4
90689,5,10,174,223,10,33,1,4
90709,6,10,269,223,10,33,1,4
90729,6,10,173,223,10,33,1,4
90749,6,10,10,223,10,33,1,4
90769,6,10,180,223,10,33,1,4
90789,5,10,153,223,10,33,1,4
90809,6,10,181,223,10,33,1,4
90829,6,10,173,223,10,33,1,4
90849,6,10,153,223,10,33,1,4
90869,6,10,196,223,10,33,1,4
90889,6,10,237,223,10,33,1,4
90909,6,10,195,223,10,33,1,4
90929,6,10,199,223,10,33,1,4
90949,6,10,10,223,10,33,1,4
90969,6,10,202,223,10,33,1,4
90989,5,10,195,223,10,33,1,4
91009,5,10,194,223,10,33,1,4
91029,6,10,193,223,11,33,1,4
91049,6,10,146,223,10,33,1,4
91069,5,10,212,223,10,33,1,4
91089,6,10,185,366,10,34,1,4
91109,5,9,220,396,11,32,1,3
91129,6,9,153,55,10,32,1,3
91149,5,9,216,55,10,32,1,3
91169,6,9,178,55,10,32,1,3
91189,6,9,177,55,10,32,1,3
91209,6,9,178,55,11,32,1,3
91229,6,9,218,55,10,32,1,3
91249,5,9,156,55,10,32,1,3
91269,5,9,186,55,15,32,1,3
91289,5,9,10,55,11,32,1,3
91309,6,9,10,55,12,32,1,3
91329,6,9,186,55,11,32,1,3
91349,6,9,147,55,10,32,1,3
91369,5,9,185,55,10,32,1,3
91389,6,9,10,55,10,32,1,3
91409,6,9,241,55,10,32,2,3
91429,6,9,220,55,10,32,1,3
91449,6,9,153,55,11,32,1,3
91469,5,9,10,55,10,32,1,3
91489,6,9,222,55,10,32,2,3
91509,6,9,185,55,10,32,1,3
91529,5,9,186,55,10,32,1,3
91549,6,9,153,55,10,32,1,3
91569,6,9,153,55,10,32,1,3
91589,6,10,221,375,10,32,2,4
91609,6,9,155,414,10,32,1,4
91629,6,9,180,368,12,37,1,3
91649,6,9,174,368,10,37,1,3
91669,6,9,225,368,10,37,1,3
91689,5,9,11,368,10,37,2,3
91709,7,9,189,368,11,37,1,3
91729,5,9,212,368,10,37,1,3
91749,6,9,191,368,10,37,1,3
91769,5,9,179,368,10,37,1,3
91789,6,9,185,368,10,37,1,3
91809,5,9,193,368,10,37,2,3
91829,5,9,191,368,11,37,2,3
91849,6,9,210,368,10,37,1,3
91869,6,9,210,368,10,37,1,3
91889,6,9,235,368,10,37,1,3
91909,6,9,208,368,10,37,1,3
91929,6,9,209,368,10,37,1,3
91949,6,9,205,368,10,37,6,3
91969,6,9,204,368,10,37,1,3
91989,6,9,193,368,10,37,1,3
92009,6,9,197,368,10,37,1,3
92029,7,9,186,368,10,37,1,3
92049,6,9,197,368,10,37,2,3
92069,5,9,178,368,10,37,2,3
92089,6,9,186,249,10,32,1,4
92109,6,9,171,215,10,31,2,4
92129,6,9,215,242,94,32,1,4
92149,6,9,153,242,10,32,1,4
92169,6,9,153,242,10,32,1,4
92189,6,9,201,242,10,32,1,4
92209,6,9,206,242,10,32,1,4
92229,6,9,199,242,10,32,1,4
92249,6,9,200,242,10,32,1,4
92269,6,9,198,242,10,32,1,4
92289,6,9,335,242,10,32,1,4
92309,6,9,250,242,10,32,1,4
92329,6,9,157,242,10,32,1,4
92349,6,9,153,242,10,32,1,4
92369,6,9,178,242,11,32,1,4
92389,6,9,173,242,11,32,1,4
92409,6,9,10,242,10,32,1,4
92429,5,9,153,242,11,32,1,4
92449,6,9,205,242,10,32,1,4
92469,5,9,205,242,10,32,1,4
92489,6,9,334,242,10,32,1,4
92509,6,9,205,242,11,32,2,4
92529,6,9,205,242,11,32,1,4
92549,6,9,208,242,10,32,1,4
92569,6,9,181,242,10,32,1,4
92589,6,9,147,219,11,39,1,4
92609,6,9,177,218,15,33,1,6
92629,6,9,315,213,11,32,1,4
92649,26,9,221,213,10,32,1,4
92669,6,9,179,213,10,32,2,4
92689,5,9,174,213,10,32,1,4
92709,6,9,218,213,11,32,1,4
92729,5,9,148,213,10,32,1,4
92749,5,9,153,213,10,32,1,4
92769,6,9,148,213,10,32,1,4
92789,6,9,153,213,10,32,2,4
92809,6,9,154,213,10,32,1,4
92829,6,9,153,213,10,32,1,4
92849,6,9,174,213,10,32,1,4
92869,6,9,220,213,11,32,1,4
92889,6,9,181,213,11,32,1,4
92909,5,9,158,213,10,32,1,4
92929,6,9,275,213,10,32,2,4
92949,5,9,159,213,10,32,1,4
92969,7,9,179,213,11,32,1,4
92989,6,9,167,213,10,32,1,4
93009,6,9,173,213,11,32,2,4
93029,6,9,209,213,10,32,1,4
93049,5,9,200,213,10,32,1,4
93069,5,9,219,213,10,32,6,4
93089,6,9,146,278,11,33,1,4
93109,5,9,147,279,10,32,1,3
93129,6,9,146,269,10,33,2,4
93149,6,9,177,269,10,32,1,4
93169,6,9,213,269,10,32,1,4
93189,6,9,211,269,11,32,1,4
93209,6,9,10,269,11,32,1,4
93229,5,9,236,269,10,32,1,4
93249,6,9,209,269,10,32,1,4
93269,6,9,231,269,11,32,1,4
93289,6,9,211,269,10,32,2,4
93309,5,9,182,269,10,32,1,4
93329,6,9,208,269,10,32,2,4
93349,6,9,178,269,10,32,1,4
93369,5,9,178,269,10,32,1,4
93389,5,9,192,269,10,32,1,4
93409,6,9,224,269,10,32,1,4
93429,6,9,185,269,11,32,1,4
93449,6,9,178,269,10,32,1,4
93469,6,9,10,269,15,32,1,4
93489,7,9,197,269,11,32,2,4
93509,6,9,200,269,12,32,1,4
93529,6,9,146,269,11,32,1,4
93549,6,9,199,269,10,32,1,4
93569,5,9,10,269,10,32,1,4
93589,5,9,15,32,10,32,1,4
93609,6,11,187,366,12,33,1,4
93629,6,9,180,374,10,32,1,4
93649,6,9,178,374,10,31,1,4
93669,6,9,186,374,10,31,1,4
93689,6,9,186,374,10,31,1,4
93709,6,9,225,374,10,31,1,4
93729,6,9,185,374,10,31,1,4
93749,6,9,186,374,10,31,1,4
93769,6,9,10,374,10,31,1,4
93789,6,9,225,374,10,31,1,4
93809,5,9,186,374,10,31,2,4
93829,6,9,228,374,10,31,1,4
93849,5,9,185,374,10,31,1,4
93869,51,9,180,374,11,31,1,4
93889,5,9,185,374,10,31,1,4
93909,6,9,10,374,10,31,1,4
93929,5,9,186,374,10,31,1,4
93949,5,9,216,374,49,31,1,4
93969,6,9,192,374,10,31,1,4
93989,6,9,187,374,10,31,1,4
94009,6,9,260,374,10,31,1,4
94029,5,9,210,374,10,31,2,4
94049,6,9,211,374,10,31,1,4
94069,5,9,210,374,10,31,1,4
94089,6,9,147,277,10,31,1,3
94109,6,9,147,316,10,31,1,3
94129,6,9,147,276,10,32,1,4
94149,6,9,9,276,10,32,1,4
94169,6,9,197,276,10,32,1,4
94189,6,9,197,276,10,32,1,4
94209,6,9,10,276,10,32,1,4
94229,6,9,180,276,10,32,1,4
94249,6,9,161,276,12,32,1,4
94269,6,9,178,276,10,32,1,4
94289,6,9,178,276,10,32,1,4
94309,5,9,178,276,10,32,1,4
94329,5,9,178,276,10,32,1,4
94349,5,9,191,276,10,32,2,4
94369,6,9,204,276,10,32,1,4
94389,6,9,173,276,10,32,1,4
94409,6,9,173,276,10,32,1,4
94429,6,9,174,276,10,32,1,4
94449,6,9,178,276,10,32,1,4
94469,6,9,178,276,10,32,1,4
94489,6,9,156,276,10,32,1,4
94509,6,9,271,276,10,32,1,4
94529,6,9,173,276,10,32,1,4
94549,6,9,160,276,11,32,1,4
94569,6,9,172,276,10,32,3,4
94589,6,9,178,266,10,32,1,4
94609,6,8,180,288,10,31,1,4
94629,6,9,180,286,10,32,2,4
94649,6,9,205,220,11,33,1,4
94669,5,9,205,220,11,33,1,4
94689,5,9,194,220,10,33,1,4
94709,6,9,194,220,10,33,1,4
94729,6,9,10,220,11,33,2,4
94749,6,9,205,220,10,33,1,4
94769,5,9,10,220,10,33,1,4
94789,6,9,381,220,11,33,1,4
94809,6,9,223,220,10,33,1,4
94829,6,9,390,220,11,33,1,4
94849,5,9,158,220,12,33,2,4
94869,6,9,153,220,10,33,1,4
94889,5,9,178,220,10,33,1,4
94909,6,9,153,220,10,33,1,4
94929,6,9,174,220,10,33,1,4
94949,6,9,153,220,10,33,1,4
94969,6,9,186,220,10,33,2,4
94989,6,9,179,220,10,33,2,4
95009,5,9,173,220,10,33,1,4
95029,5,9,153,220,10,33,2,4
95049,6,9,148,220,10,33,2,4
95069,6,9,221,220,10,33,2,4
95089,6,9,153,220,10,31,2,4
95109,6,9,173,389,10,32,6,4
95129,6,9,146,246,10,31,1,4
95149,8,9,228,243,11,32,1,3
95169,6,9,167,243,10,32,1,3
95189,5,9,179,243,10,32,1,3
95209,5,9,198,243,10,32,1,3
95229,6,9,205,243,10,32,1,3
95249,6,9,200,243,10,32,1,3
95269,6,9,285,243,10,32,1,3
95289,6,9,209,243,10,32,1,3
95309,6,9,205,243,10,32,1,3
95329,6,9,182,243,10,32,43,3
95349,6,9,176,243,10,32,1,3
95369,6,9,212,243,10,32,1,3
95389,6,9,211,243,10,32,3,3
95409,6,9,213,243,10,32,1,3
95429,6,9,203,243,10,32,1,3
95449,6,9,146,243,10,32,1,3
95469,6,9,207,243,10,32,1,3
95489,8,9,188,243,10,32,1,3
95509,5,9,206,243,10,32,1,3
95529,5,9,181,243,10,32,1,3
95549,6,9,190,243,10,32,2,3
95569,6,9,177,243,10,32,1,3
95589,6,9,190,243,10,32,1,3
95609,6,8,155,463,10,32,1,4
95629,5,9,153,428,10,32,1,4
95649,5,9,174,398,10,181,1,3
95669,5,9,178,398,10,181,2,3
95689,6,9,254,398,11,181,1,3
95709,5,9,10,398,10,181,1,3
95729,5,9,184,398,10,181,1,3
95749,6,9,147,398,11,181,1,3
95769,6,9,189,398,11,181,1,3
95789,6,9,10,398,10,181,1,3
95809,6,9,151,398,11,181,1,3
95829,6,9,151,398,11,181,1,3
95849,5,9,153,398,10,181,1,3
95869,6,9,150,398,10,181,1,3
95889,6,9,10,398,10,181,1,3
95909,6,9,9,398,10,181,1,3
95929,7,9,10,398,10,181,1,3
95949,5,9,10,398,10,181,1,3
95969,5,9,10,398,10,181,1,3
95989,6,9,10,398,10,181,1,3
